case_id,prefix,second_byte,instruction_bytes,manual_mnemonic,modrm_constraints,initial_registers,initial_flags,initial_memory,current_dispatch_path,current_handler_or_result,expected_ip_advance,expected_registers,expected_flags,memory_and_io_effects,interrupt_or_exception,architectural_prefix_status,evidence_source,confidence,ssts_metadata_form,ssts_empty_prefetch_records,ssts_populated_prefetch_records,hardware_probe_cases
none-0f-31,none,0x31,0f31,"INS r/m8,reg8",ModR/M register or memory form,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0x0f] -> v30_ope0x0f -> v30ope0x0f_table,v30_reserved_0x0f,2,unchanged,unchanged,none,none in current reserved path; handler-dependent otherwise,not applicable,M42 graph/support map; i286c/v30patch.c; NEC U11301EJ5V0UMJ1 Appendix C,high for current VAEG path; unresolved for uPD9002/V52,0F31,5000,5000,
none-0f-32,none,0x32,0f32,undefined Group3 code,none consumed by current reserved handler,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0x0f] -> v30_ope0x0f -> v30ope0x0f_table,v30_reserved_0x0f,2,unchanged,unchanged,none,none in current reserved path; handler-dependent otherwise,not applicable,M42 graph/support map; i286c/v30patch.c; NEC U11301EJ5V0UMJ1 Appendix C,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
none-0f-33,none,0x33,0f33,"EXT reg8,r/m8",ModR/M register or memory form,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0x0f] -> v30_ope0x0f -> v30ope0x0f_table,v30_reserved_0x0f,2,unchanged,unchanged,none,none in current reserved path; handler-dependent otherwise,not applicable,M42 graph/support map; i286c/v30patch.c; NEC U11301EJ5V0UMJ1 Appendix C,high for current VAEG path; unresolved for uPD9002/V52,0F33,5000,5000,
none-0f-34,none,0x34,0f34,undefined Group3 code,none consumed by current reserved handler,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0x0f] -> v30_ope0x0f -> v30ope0x0f_table,v30_reserved_0x0f,2,unchanged,unchanged,none,none in current reserved path; handler-dependent otherwise,not applicable,M42 graph/support map; i286c/v30patch.c; NEC U11301EJ5V0UMJ1 Appendix C,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
none-0f-35,none,0x35,0f35,undefined Group3 code,none consumed by current reserved handler,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0x0f] -> v30_ope0x0f -> v30ope0x0f_table,v30_reserved_0x0f,2,unchanged,unchanged,none,none in current reserved path; handler-dependent otherwise,not applicable,M42 graph/support map; i286c/v30patch.c; NEC U11301EJ5V0UMJ1 Appendix C,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
none-0f-36,none,0x36,0f36,undefined Group3 code,none consumed by current reserved handler,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0x0f] -> v30_ope0x0f -> v30ope0x0f_table,v30_reserved_0x0f,2,unchanged,unchanged,none,none in current reserved path; handler-dependent otherwise,not applicable,M42 graph/support map; i286c/v30patch.c; NEC U11301EJ5V0UMJ1 Appendix C,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
none-0f-37,none,0x37,0f37,undefined Group3 code,none consumed by current reserved handler,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0x0f] -> v30_ope0x0f -> v30ope0x0f_table,v30_reserved_0x0f,2,unchanged,unchanged,none,none in current reserved path; handler-dependent otherwise,not applicable,M42 graph/support map; i286c/v30patch.c; NEC U11301EJ5V0UMJ1 Appendix C,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
none-0f-38,none,0x38,0f38,undefined Group3 code,none consumed by current reserved handler,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0x0f] -> v30_ope0x0f -> v30ope0x0f_table,v30_reserved_0x0f,2,unchanged,unchanged,none,none in current reserved path; handler-dependent otherwise,not applicable,M42 graph/support map; i286c/v30patch.c; NEC U11301EJ5V0UMJ1 Appendix C,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
none-0f-39,none,0x39,0f39,"INS r/m8,imm4",ModR/M register or memory form,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0x0f] -> v30_ope0x0f -> v30ope0x0f_table,v30_reserved_0x0f,2,unchanged,unchanged,none,none in current reserved path; handler-dependent otherwise,not applicable,M42 graph/support map; i286c/v30patch.c; NEC U11301EJ5V0UMJ1 Appendix C,high for current VAEG path; unresolved for uPD9002/V52,0F39,5000,5000,
none-0f-3a,none,0x3a,0f3a,undefined Group3 code,none consumed by current reserved handler,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0x0f] -> v30_ope0x0f -> v30ope0x0f_table,v30_reserved_0x0f,2,unchanged,unchanged,none,none in current reserved path; handler-dependent otherwise,not applicable,M42 graph/support map; i286c/v30patch.c; NEC U11301EJ5V0UMJ1 Appendix C,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
none-0f-3b,none,0x3b,0f3b,"EXT reg8,imm4",ModR/M register or memory form,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0x0f] -> v30_ope0x0f -> v30ope0x0f_table,v30_reserved_0x0f,2,unchanged,unchanged,none,none in current reserved path; handler-dependent otherwise,not applicable,M42 graph/support map; i286c/v30patch.c; NEC U11301EJ5V0UMJ1 Appendix C,high for current VAEG path; unresolved for uPD9002/V52,0F3B,5000,5000,
none-0f-3c,none,0x3c,0f3c,undefined Group3 code,none consumed by current reserved handler,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0x0f] -> v30_ope0x0f -> v30ope0x0f_table,v30_reserved_0x0f,2,unchanged,unchanged,none,none in current reserved path; handler-dependent otherwise,not applicable,M42 graph/support map; i286c/v30patch.c; NEC U11301EJ5V0UMJ1 Appendix C,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
none-0f-3d,none,0x3d,0f3d,undefined Group3 code,none consumed by current reserved handler,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0x0f] -> v30_ope0x0f -> v30ope0x0f_table,v30_reserved_0x0f,2,unchanged,unchanged,none,none in current reserved path; handler-dependent otherwise,not applicable,M42 graph/support map; i286c/v30patch.c; NEC U11301EJ5V0UMJ1 Appendix C,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
none-0f-3e,none,0x3e,0f3e,undefined Group3 code,none consumed by current reserved handler,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0x0f] -> v30_ope0x0f -> v30ope0x0f_table,v30_reserved_0x0f,2,unchanged,unchanged,none,none in current reserved path; handler-dependent otherwise,not applicable,M42 graph/support map; i286c/v30patch.c; NEC U11301EJ5V0UMJ1 Appendix C,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
none-0f-3f,none,0x3f,0f3f,undefined Group3 code,none consumed by current reserved handler,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0x0f] -> v30_ope0x0f -> v30ope0x0f_table,v30_reserved_0x0f,2,unchanged,unchanged,none,none in current reserved path; handler-dependent otherwise,not applicable,M42 graph/support map; i286c/v30patch.c; NEC U11301EJ5V0UMJ1 Appendix C,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
none-0f-40,none,0x40,0f40,undefined Group3 code,none consumed by current reserved handler,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0x0f] -> v30_ope0x0f -> v30ope0x0f_table,v30_reserved_0x0f,2,unchanged,unchanged,none,none in current reserved path; handler-dependent otherwise,not applicable,M42 graph/support map; i286c/v30patch.c; NEC U11301EJ5V0UMJ1 Appendix C,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
none-0f-41,none,0x41,0f41,undefined Group3 code,none consumed by current reserved handler,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0x0f] -> v30_ope0x0f -> v30ope0x0f_table,v30_reserved_0x0f,2,unchanged,unchanged,none,none in current reserved path; handler-dependent otherwise,not applicable,M42 graph/support map; i286c/v30patch.c; NEC U11301EJ5V0UMJ1 Appendix C,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
none-0f-42,none,0x42,0f42,undefined Group3 code,none consumed by current reserved handler,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0x0f] -> v30_ope0x0f -> v30ope0x0f_table,v30_reserved_0x0f,2,unchanged,unchanged,none,none in current reserved path; handler-dependent otherwise,not applicable,M42 graph/support map; i286c/v30patch.c; NEC U11301EJ5V0UMJ1 Appendix C,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
none-0f-43,none,0x43,0f43,undefined Group3 code,none consumed by current reserved handler,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0x0f] -> v30_ope0x0f -> v30ope0x0f_table,v30_reserved_0x0f,2,unchanged,unchanged,none,none in current reserved path; handler-dependent otherwise,not applicable,M42 graph/support map; i286c/v30patch.c; NEC U11301EJ5V0UMJ1 Appendix C,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
none-0f-44,none,0x44,0f44,undefined Group3 code,none consumed by current reserved handler,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0x0f] -> v30_ope0x0f -> v30ope0x0f_table,v30_reserved_0x0f,2,unchanged,unchanged,none,none in current reserved path; handler-dependent otherwise,not applicable,M42 graph/support map; i286c/v30patch.c; NEC U11301EJ5V0UMJ1 Appendix C,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
none-0f-45,none,0x45,0f45,undefined Group3 code,none consumed by current reserved handler,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0x0f] -> v30_ope0x0f -> v30ope0x0f_table,v30_reserved_0x0f,2,unchanged,unchanged,none,none in current reserved path; handler-dependent otherwise,not applicable,M42 graph/support map; i286c/v30patch.c; NEC U11301EJ5V0UMJ1 Appendix C,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
none-0f-46,none,0x46,0f46,undefined Group3 code,none consumed by current reserved handler,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0x0f] -> v30_ope0x0f -> v30ope0x0f_table,v30_reserved_0x0f,2,unchanged,unchanged,none,none in current reserved path; handler-dependent otherwise,not applicable,M42 graph/support map; i286c/v30patch.c; NEC U11301EJ5V0UMJ1 Appendix C,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
none-0f-47,none,0x47,0f47,undefined Group3 code,none consumed by current reserved handler,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0x0f] -> v30_ope0x0f -> v30ope0x0f_table,v30_reserved_0x0f,2,unchanged,unchanged,none,none in current reserved path; handler-dependent otherwise,not applicable,M42 graph/support map; i286c/v30patch.c; NEC U11301EJ5V0UMJ1 Appendix C,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
none-0f-48,none,0x48,0f48,undefined Group3 code,none consumed by current reserved handler,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0x0f] -> v30_ope0x0f -> v30ope0x0f_table,v30_reserved_0x0f,2,unchanged,unchanged,none,none in current reserved path; handler-dependent otherwise,not applicable,M42 graph/support map; i286c/v30patch.c; NEC U11301EJ5V0UMJ1 Appendix C,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
none-0f-49,none,0x49,0f49,undefined Group3 code,none consumed by current reserved handler,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0x0f] -> v30_ope0x0f -> v30ope0x0f_table,v30_reserved_0x0f,2,unchanged,unchanged,none,none in current reserved path; handler-dependent otherwise,not applicable,M42 graph/support map; i286c/v30patch.c; NEC U11301EJ5V0UMJ1 Appendix C,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
none-0f-4a,none,0x4a,0f4a,undefined Group3 code,none consumed by current reserved handler,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0x0f] -> v30_ope0x0f -> v30ope0x0f_table,v30_reserved_0x0f,2,unchanged,unchanged,none,none in current reserved path; handler-dependent otherwise,not applicable,M42 graph/support map; i286c/v30patch.c; NEC U11301EJ5V0UMJ1 Appendix C,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
none-0f-4b,none,0x4b,0f4b,undefined Group3 code,none consumed by current reserved handler,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0x0f] -> v30_ope0x0f -> v30ope0x0f_table,v30_reserved_0x0f,2,unchanged,unchanged,none,none in current reserved path; handler-dependent otherwise,not applicable,M42 graph/support map; i286c/v30patch.c; NEC U11301EJ5V0UMJ1 Appendix C,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
none-0f-4c,none,0x4c,0f4c,undefined Group3 code,none consumed by current reserved handler,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0x0f] -> v30_ope0x0f -> v30ope0x0f_table,v30_reserved_0x0f,2,unchanged,unchanged,none,none in current reserved path; handler-dependent otherwise,not applicable,M42 graph/support map; i286c/v30patch.c; NEC U11301EJ5V0UMJ1 Appendix C,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
none-0f-4d,none,0x4d,0f4d,undefined Group3 code,none consumed by current reserved handler,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0x0f] -> v30_ope0x0f -> v30ope0x0f_table,v30_reserved_0x0f,2,unchanged,unchanged,none,none in current reserved path; handler-dependent otherwise,not applicable,M42 graph/support map; i286c/v30patch.c; NEC U11301EJ5V0UMJ1 Appendix C,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
none-0f-4e,none,0x4e,0f4e,undefined Group3 code,none consumed by current reserved handler,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0x0f] -> v30_ope0x0f -> v30ope0x0f_table,v30_reserved_0x0f,2,unchanged,unchanged,none,none in current reserved path; handler-dependent otherwise,not applicable,M42 graph/support map; i286c/v30patch.c; NEC U11301EJ5V0UMJ1 Appendix C,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
none-0f-4f,none,0x4f,0f4f,undefined Group3 code,none consumed by current reserved handler,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0x0f] -> v30_ope0x0f -> v30ope0x0f_table,v30_reserved_0x0f,2,unchanged,unchanged,none,none in current reserved path; handler-dependent otherwise,not applicable,M42 graph/support map; i286c/v30patch.c; NEC U11301EJ5V0UMJ1 Appendix C,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
